GigabitEthernet2/1/33,00 30 48 cd 15 16,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/34,00 30 48 65 e0 b0,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/35,00 18 8b 37 5d 39,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/36,00 30 48 cd 15 4a,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/37,00 30 48 65 df 6a,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/38,00 30 48 65 e0 2c,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/39,00 19 b9 f4 ab 8c,204.77.212.68,212-68.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/40,00 15 c5 e3 ab 94,204.77.212.69,212-69.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/41,00 19 b9 f4 9a 98,204.77.212.67,212-67.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/42,00 15 c5 e3 ac cf,204.77.212.66,212-66.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/43,00 19 b9 f4 9e 03,204.77.212.65,212-65.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/44,00 15 c5 e4 2d 03,10.10.2.132,ls132-2-p.nyc0.ls.local,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/45,00 19 b9 f4 a4 02,204.77.212.63,212-63.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/46,00 19 b9 f6 30 b5,204.77.212.62,212-62.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/47,00 19 b9 f4 98 9a,204.77.212.61,212-61.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/48,00 19 b9 f6 27 f5,204.77.212.60,212-60.livestream.com,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/3/37,00 18 8b 4d 54 93,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/3/38,00 18 8b 37 5d 75,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/1,00 19 b9 f6 2a cf,204.77.212.53,212-53.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/5,00 19 b9 f6 0a 22,204.77.212.51,212-51.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/7,00 19 b9 f4 fa c4,204.77.212.52,212-52.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/9,00 19 b9 f6 0a e0,204.77.212.54,212-54.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/19,00 18 8b 37 5d 77,204.77.212.70,212-70.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/20,00 18 8b 4d 54 95,204.77.212.71,212-71.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/41,00 19 b9 f4 fa b5,204.77.212.56,212-56.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/43,00 19 b9 f4 fe 39,204.77.212.55,212-55.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/1/47,00 19 b9 f6 06 f8,204.77.212.57,212-57.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,00 30 48 c2 b1 0d,204.77.213.132,213-132.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,0e 84 79 15 11 a4,204.77.213.107,213-107.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,1e 03 f0 26 6e c1,204.77.213.112,213-112.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,6a 58 95 8d ca 93,204.77.213.110,213-110.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,8a 8a 42 8c b6 b3,204.77.213.129,213-129.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,8e ad 81 8f 51 b1,204.77.213.106,213-106.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,a6 4b 27 f1 c8 a6,204.77.213.116,213-116.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,b2 bc f2 94 70 5d,204.77.213.115,213-115.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,d2 ff 8b 19 3e 4b,204.77.213.109,213-109.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,ee 88 59 ba b3 8c,204.77.213.126,213-126.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/2,f6 56 62 ca 9e cd,204.77.213.108,213-108.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/4,00 15 17 ac 3b dd,204.77.212.45,212-45.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/5,00 19 b9 f4 ac 04,204.77.212.58,212-58.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/6,00 30 48 c8 1d f9,204.77.212.79,212-79.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/7,00 15 c5 e3 c6 29,204.77.212.59,212-59.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/8,00 30 48 c8 1d fd,204.77.212.80,212-80.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/10,00 18 8b 37 51 35,204.77.212.35,212-35.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/11,00 15 17 aa ec d9,204.77.212.76,212-76.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/12,00 30 48 c8 1d 27,204.77.212.82,212-82.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/3/14,00 30 48 c8 1d 3b,204.77.212.81,212-81.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/1,00 25 90 29 f7 2e,204.77.212.206,212-206.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/3,00 30 48 65 df a7,204.77.212.75,212-75.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/4,00 25 90 29 f7 10,204.77.212.200,212-200.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/5,00 25 90 29 f7 50,204.77.212.202,212-202.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/6,00 25 90 2a c0 60,204.77.212.204,212-204.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/8,00 25 90 29 f3 e8,204.77.212.205,212-205.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/10,00 25 90 29 f7 54,204.77.212.203,212-203.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/11,00 30 48 d3 b5 7b,204.77.212.25,212-25.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/13,00 30 48 d3 b6 25,204.77.212.24,212-24.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/14,00 30 48 d3 b6 1f,204.77.212.20,212-20.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/16,00 30 48 d3 05 05,204.77.212.49,212-49.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,00 30 48 c8 1b 3f,204.77.213.138,213-138.livestream.com,vlan200,up,up,fullDuplex,1000mb,
GigabitEthernet1/9/17,1a 8d d8 14 c4 61,204.77.213.128,213-128.livestream.com,vlan200,up,up,fullDuplex,1000mb,
